name_am,name_en,coordinates
Քրիստափորի փողոց,Kristapori poghots,"(40.1648981, 44.5210733)"
Աղյուսագործների փողոց,Aghyowsagortsneri poghots,"(40.165702639869906, 44.52004224822267)"
Աղյուսագործների փողոց,Aghyowsagortsneri poghots,"(40.1644031716494, 44.5205547836685)"
Քրիստափորի փողոց,Kristapori poghots,"(40.1650603, 44.521784)"
Քաջազնունի փողոց,Kajaznowni poghots,"(40.16602676563229, 44.52142850128877)"
Քրիստափորի փողոց,Kristapori poghots,"(40.16514864547591, 44.52212809909587)"
Քրիստափորի փողոց,Kristapori poghots,"(40.164054300000004, 44.517505)"
Նար-Դոսի փողոց,Nar-Dosi poghots,"(40.1668182, 44.5203406)"
Նար-Դոսի փողոց,Nar-Dosi poghots,"(40.1665053, 44.519025299999996)"
Աղյուսագործների փողոց,Aghyowsagortsneri poghots,"(40.165702639869906, 44.52004224822267)"
Գևորգ Ջահուկյան փողոց,Geworg Jahowkyan poghots,"(40.181856170892125, 44.530708323383415)"
"['Մխիթար Հերացի փողոց', 'Մյասնիկյանի պողոտա']","['Mkhitar Heratsi poghots', 'Myasnikyani poghota']","(40.18984343003103, 44.52892786783495)"
Մխիթար Հերացի փողոց,Mkhitar Heratsi poghots,"(40.18891723256407, 44.5278201686758)"
Հրազդան,Hrazdan,"(40.172052397392655, 44.49904206758659)"
Հրազդան,Hrazdan,"(40.20417518771022, 44.487831186892926)"
Արտաշատ ջրանցք,Artashat jrantsk,"(40.187231271287324, 44.501224877022075)"
Փիրումյանների փողոց,Pirowmyanneri poghots,"(40.21935278444905, 44.49532827557046)"
Տիգրան Պետրոսյանի փողոց,Tigran Petrosyani poghots,"(40.22328636163789, 44.49633619872418)"
Տիգրան Պետրոսյանի փողոց,Tigran Petrosyani poghots,"(40.219181136849954, 44.49068290698118)"
Աղաբաբյան փողոց,Aghababyan poghots,"(40.22248826334831, 44.491493012744)"
Անդրանիկ Իոսիֆյան փողոց,Andranik Iosifyan poghots,"(40.21658922747464, 44.485830131745146)"
Դավթաշեն գյուղ,Davtashen gyowgh,"(40.21611126911036, 44.4701813882256)"
Դավթաշեն գյուղ,Davtashen gyowgh,"(40.21611126911036, 44.4701813882256)"
Անդրանիկ Իոսիֆյան փողոց,Andranik Iosifyan poghots,"(40.21683004292928, 44.48639236372635)"
Մեսրոպ Մաշտոցի պողոտա,Mesrop Mashtotsi poghota,"(40.182176749999996, 44.50928045)"
Փավստոս Բուզանդի փողոց,Pavstos Bowzandi poghots,"(40.18144823729451, 44.5096195700428)"
Սարի Թաղի 19-րդ փողոց,Sari Taghi 19-rd poghots,"(40.16277545, 44.52996005)"
Սարի Թաղի 19-րդ փողոց,Sari Taghi 19-rd poghots,"(40.16326132116863, 44.53032165702645)"
Սարի Թաղի 15-րդ փողոց,Sari Taghi 15-rd poghots,"(40.16295973770191, 44.529108267211214)"
Սարի Թաղի 15-րդ փողոց,Sari Taghi 15-rd poghots,"(40.162719612305466, 44.53109281155106)"
Սարի Թաղի 12-րդ փողոց,Sari Taghi 12-rd poghots,"(40.16273305, 44.528101250000006)"
Սարի Թաղի 14-րդ փողոց,Sari Taghi 14-rd poghots,"(40.163120500000005, 44.528139100000004)"
Սարի Թաղի 7-րդ փողոց,Sari Taghi 7-rd poghots,"(40.16294857377098, 44.52707645443019)"
Սարի Թաղի 15-րդ փողոց,Sari Taghi 15-rd poghots,"(40.16295973770191, 44.529108267211214)"
Սարի Թաղի 20-րդ փողոց,Sari Taghi 20-rd poghots,"(40.1604749, 44.52787715)"
Սարի Թաղի 20-րդ փողոց,Sari Taghi 20-rd poghots,"(40.16034237027438, 44.52890709320701)"
Սարի Թաղի 12-րդ փողոց,Sari Taghi 12-rd poghots,"(40.16081629028241, 44.52810563279334)"
Սարի Թաղի 7-րդ նրբանցք,Sari Taghi 7-rd nrbantsk,"(40.16254309999999, 44.5272037)"
Սարի Թաղի 12-րդ փողոց,Sari Taghi 12-rd poghots,"(40.16220375, 44.52809135)"
Սարի Թաղի 12-րդ փողոց,Sari Taghi 12-rd poghots,"(40.16273305, 44.528101250000006)"
Սարի Թաղի 16-րդ փողոց,Sari Taghi 16-rd poghots,"(40.16253944423928, 44.52895332814652)"
Սարի Թաղի 16-րդ փողոց,Sari Taghi 16-rd poghots,"(40.1622487, 44.53094965)"
Սարի Թաղի 19-րդ փողոց,Sari Taghi 19-rd poghots,"(40.16218955, 44.5296301)"
Սարի Թաղի 19-րդ փողոց,Sari Taghi 19-rd poghots,"(40.16277545, 44.52996005)"
Սարի Թաղի 16-րդ փողոց,Sari Taghi 16-rd poghots,"(40.16253944423928, 44.52895332814652)"
Սարի Թաղի 19-րդ փողոց,Sari Taghi 19-rd poghots,"(40.16218955, 44.5296301)"
Սարի Թաղի 17-րդ փողոց,Sari Taghi 17-rd poghots,"(40.16185272033297, 44.52876819883686)"
Սարի Թաղի 17-րդ փողոց,Sari Taghi 17-rd poghots,"(40.16156620568275, 44.530446000445096)"
Սարի Թաղի 19-րդ փողոց,Sari Taghi 19-rd poghots,"(40.16148932883046, 44.5291991749412)"
Սարի Թաղի 12-րդ փողոց,Sari Taghi 12-rd poghots,"(40.161506700000004, 44.528093049999995)"
Սարի Թաղի 12-րդ փողոց,Sari Taghi 12-rd poghots,"(40.16220375, 44.52809135)"
Սարի Թաղի 9-րդ փողոց,Sari Taghi 9-rd poghots,"(40.1618573, 44.527429)"
Սարի Թաղի 17-րդ փողոց,Sari Taghi 17-rd poghots,"(40.16185272033297, 44.52876819883686)"
Սարի Թաղի 18-րդ փողոց,Sari Taghi 18-rd poghots,"(40.16113505, 44.5285401)"
Սարի Թաղի 18-րդ փողոց,Sari Taghi 18-rd poghots,"(40.16091919451657, 44.529755415487735)"
Սարի Թաղի 19-րդ փողոց,Sari Taghi 19-rd poghots,"(40.16089349172184, 44.52887960345181)"
Սարի Թաղի 19-րդ փողոց,Sari Taghi 19-rd poghots,"(40.16148932883046, 44.5291991749412)"
Սարի Թաղի 21-րդ փողոց,Sari Taghi 21-rd poghots,"(40.16099683656135, 44.53096313962225)"
Սարի Թաղի 21-րդ փողոց,Sari Taghi 21-rd poghots,"(40.16042320221748, 44.530131362549795)"
Սարի Թաղի 18-րդ փողոց,Sari Taghi 18-rd poghots,"(40.1600035673215, 44.53307396657011)"
Սարի Թաղի 18-րդ փողոց,Sari Taghi 18-rd poghots,"(40.16091919451657, 44.529755415487735)"
Սարի Թաղի 11-րդ փողոց,Sari Taghi 11-rd poghots,"(40.16277418540272, 44.52617407358447)"
Սարի թաղի 5-րդ փողոց,Sari taghi 5-rd poghots,"(40.16287292133359, 44.52489330318969)"
Սարի Թաղի 7-րդ փողոց,Sari Taghi 7-rd poghots,"(40.16294857377098, 44.52707645443019)"
Սարի Թաղի 7-րդ փողոց,Sari Taghi 7-rd poghots,"(40.16224020530131, 44.525230728346294)"
Սարի Թաղի 11-րդ փողոց,Sari Taghi 11-rd poghots,"(40.16219665, 44.52654135)"
Սարի Թաղի 9-րդ փողոց,Sari Taghi 9-rd poghots,"(40.1618573, 44.527429)"
Սարի Թաղի 11-րդ փողոց,Sari Taghi 11-rd poghots,"(40.16146535, 44.5269761)"
Սարի Թաղի 9-րդ փողոց,Sari Taghi 9-rd poghots,"(40.16136319384547, 44.52615564208931)"
Սարի Թաղի 10-րդ փողոց,Sari Taghi 10-rd poghots,"(40.16105214670369, 44.52522419813716)"
Սարի Թաղի 10-րդ փողոց,Sari Taghi 10-rd poghots,"(40.16060065517844, 44.5259371010723)"
Սարի Թաղի 9-րդ փողոց,Sari Taghi 9-rd poghots,"(40.16035455762398, 44.524999600530066)"
Սարի Թաղի 9-րդ փողոց,Sari Taghi 9-rd poghots,"(40.16136319384547, 44.52615564208931)"
Սարի Թաղի 19-րդ փողոց,Sari Taghi 19-rd poghots,"(40.16388645, 44.5303993)"
Սարի Թաղի 13-րդ նրբանցք,Sari Taghi 13-rd nrbantsk,"(40.16421698288418, 44.529456446584064)"
Սարի Թաղի 19-րդ փողոց,Sari Taghi 19-rd poghots,"(40.16495922230785, 44.53030104199508)"
Սարի Թաղի 13-րդ փողոց,Sari Taghi 13-rd poghots,"(40.16479685, 44.52909305)"
Սարի Թաղի 13-րդ փողոց,Sari Taghi 13-rd poghots,"(40.16372259819868, 44.52804663907186)"
Սարի Թաղի 13-րդ նրբանցք,Sari Taghi 13-rd nrbantsk,"(40.16421698288418, 44.529456446584064)"
Սարի Թաղի 19ա-րդ փողոց,Sari Taghi 19a-rd poghots,"(40.16288865, 44.5319513)"
Սարի Թաղի 15-րդ փողոց,Sari Taghi 15-rd poghots,"(40.162719612305466, 44.53109281155106)"
"['Սարի Թաղի 16-րդ փողոց', 'Սարի Թաղի 15-րդ փողոց', 'Սարի Թաղի 21-րդ փողոց']","['Sari Taghi 16-rd poghots', 'Sari Taghi 15-rd poghots', 'Sari Taghi 21-rd poghots']","(40.16213310232768, 44.53272689394025)"
Սարի Թաղի 19ա-րդ փողոց,Sari Taghi 19a-rd poghots,"(40.16288865, 44.5319513)"
"['Սարի Թաղի 13-րդ փողոց', 'Սարի Թաղի 19ա-րդ փողոց']","['Sari Taghi 13-rd poghots', 'Sari Taghi 19a-rd poghots']","(40.165492263737214, 44.5314270106393)"
Սարի Թաղի 14-րդ փողոց,Sari Taghi 14-rd poghots,"(40.163420678279984, 44.531132932612174)"
Սարի Թաղի 19-րդ փողոց,Sari Taghi 19-rd poghots,"(40.16388645, 44.5303993)"
Սարի Թաղի 19-րդ փողոց,Sari Taghi 19-rd poghots,"(40.16326132116863, 44.53032165702645)"
Սարի Թաղի 14-րդ փողոց,Sari Taghi 14-rd poghots,"(40.163559468710375, 44.52924707488303)"
Սարի Թաղի 14-րդ փողոց,Sari Taghi 14-rd poghots,"(40.163420678279984, 44.531132932612174)"
Սարի Թաղի 13-րդ փողոց,Sari Taghi 13-rd poghots,"(40.16479685, 44.52909305)"
"['Սարի Թաղի 19ա-րդ փողոց', 'Սարի Թաղի 13-րդ փողոց']","['Sari Taghi 19a-rd poghots', 'Sari Taghi 13-rd poghots']","(40.165492263737214, 44.5314270106393)"
Սարի Թաղի 19-րդ փողոց,Sari Taghi 19-rd poghots,"(40.16495922230785, 44.53030104199508)"
Սարի Թաղի 18-րդ փողոց,Sari Taghi 18-rd poghots,"(40.1600035673215, 44.53307396657011)"
Սարի Թաղի 21-րդ փողոց,Sari Taghi 21-rd poghots,"(40.1600729, 44.529726100000005)"
Սարի Թաղի 21-րդ փողոց,Sari Taghi 21-rd poghots,"(40.16042320221748, 44.530131362549795)"
"['Սարի Թաղի 20-րդ փողոց', 'Սարի Թաղի 26-րդ փողոց']","['Sari Taghi 20-rd poghots', 'Sari Taghi 26-rd poghots']","(40.15866838897555, 44.53513763854723)"
Սարի Թաղի 21-րդ փողոց,Sari Taghi 21-rd poghots,"(40.16099683656135, 44.53096313962225)"
Սարի Թաղի 17-րդ փողոց,Sari Taghi 17-rd poghots,"(40.16156620568275, 44.530446000445096)"
Սարի թաղի 21 փողոց,Sari taghi 21 poghots,"(40.16157204361941, 44.53194205401087)"
Սարի Թաղի 20-րդ փողոց,Sari Taghi 20-rd poghots,"(40.1604749, 44.52787715)"
Սարի Թաղի 8-րդ փողոց,Sari Taghi 8-rd poghots,"(40.160223, 44.52738855)"
Սարի Թաղի 11-րդ փողոց,Sari Taghi 11-rd poghots,"(40.160765447415955, 44.52741727268306)"
Սարի Թաղի 8-րդ փողոց,Sari Taghi 8-rd poghots,"(40.160223, 44.52738855)"
Սարի Թաղի 10-րդ փողոց,Sari Taghi 10-rd poghots,"(40.16018535, 44.5267136)"
Սարի Թաղի 10-րդ փողոց,Sari Taghi 10-rd poghots,"(40.159759, 44.527415250000004)"
Սարի Թաղի 8-րդ փողոց,Sari Taghi 8-rd poghots,"(40.1598944, 44.5270053)"
Սարի Թաղի 21-րդ փողոց,Sari Taghi 21-rd poghots,"(40.1592926, 44.52932785)"
Սարի Թաղի 23-րդ փողոց,Sari Taghi 23-rd poghots,"(40.158751550000005, 44.53007605)"
Սարի Թաղի 21-րդ փողոց,Sari Taghi 21-rd poghots,"(40.15868713734663, 44.52900345903761)"
Սարի Թաղի 21-րդ փողոց,Sari Taghi 21-rd poghots,"(40.1600729, 44.529726100000005)"
Սարի Թաղի 21-րդ փողոց,Sari Taghi 21-rd poghots,"(40.15982284234071, 44.5295724817601)"
Սարի Թաղի 20-րդ փողոց,Sari Taghi 20-rd poghots,"(40.16034237027438, 44.52890709320701)"
Սարի Թաղի 23-րդ փողոց,Sari Taghi 23-rd poghots,"(40.158751550000005, 44.53007605)"
Սարի Թաղի 22-րդ փողոց,Sari Taghi 22-rd poghots,"(40.1593524, 44.53036805)"
Սարի Թաղի 21-րդ փողոց,Sari Taghi 21-rd poghots,"(40.1592926, 44.52932785)"
Սարի Թաղի 22-րդ փողոց,Sari Taghi 22-rd poghots,"(40.1593524, 44.53036805)"
Սարի Թաղի 21-րդ փողոց,Sari Taghi 21-rd poghots,"(40.15982284234071, 44.5295724817601)"
Սարի Թաղի 8-րդ փողոց,Sari Taghi 8-rd poghots,"(40.1598944, 44.5270053)"
Սարի Թաղի 8-րդ նրբանցք,Sari Taghi 8-rd nrbantsk,"(40.1595284398653, 44.52557995375979)"
Սարի Թաղի 8-րդ փողոց,Sari Taghi 8-rd poghots,"(40.15917026253618, 44.52561144058152)"
"['Սարի Թաղի 6-րդ փողոց', 'Սարի Թաղի 5-րդ փողոց']","['Sari Taghi 6-rd poghots', 'Sari Taghi 5-rd poghots']","(40.1585678602103, 44.52410456680781)"
Սարի Թաղի 10-րդ փողոց,Sari Taghi 10-rd poghots,"(40.16018535, 44.5267136)"
Սարի Թաղի 9-րդ նրբանցք,Sari Taghi 9-rd nrbantsk,"(40.16073435, 44.5267516)"
Սարի Թաղի 10-րդ փողոց,Sari Taghi 10-rd poghots,"(40.16060065517844, 44.5259371010723)"
Սարի Թաղի 9-րդ նրբանցք,Sari Taghi 9-rd nrbantsk,"(40.16007416921299, 44.52541029129206)"
Սարի Թաղի 9-րդ փողոց,Sari Taghi 9-rd poghots,"(40.159634999999994, 44.52419315)"
Սարի Թաղի 9-րդ նրբանցք,Sari Taghi 9-rd nrbantsk,"(40.16007416921299, 44.52541029129206)"
Սարի Թաղի 9-րդ փողոց,Sari Taghi 9-rd poghots,"(40.16035455762398, 44.524999600530066)"
Սարի Թաղի 9-րդ նրբանցք,Sari Taghi 9-rd nrbantsk,"(40.16073435, 44.5267516)"
Սարի Թաղի 11-րդ փողոց,Sari Taghi 11-rd poghots,"(40.16146535, 44.5269761)"
Սարի Թաղի 9-րդ նրբանցք,Sari Taghi 9-rd nrbantsk,"(40.16114319573262, 44.52763846296023)"
Սարի Թաղի 11-րդ փողոց,Sari Taghi 11-rd poghots,"(40.160765447415955, 44.52741727268306)"
Սարի Թաղի 28-րդ փողոց,Sari Taghi 28-rd poghots,"(40.16010432721034, 44.53637673003982)"
Սարի Թաղի 28-րդ փողոց,Sari Taghi 28-rd poghots,"(40.161125350000006, 44.54027285)"
Սարի Թաղի 28-րդ փողոց,Sari Taghi 28-rd poghots,"(40.160680211244234, 44.53855798869996)"
Դավիթ Բեկի փողոց,Davit Beki poghots,"(40.160143188393775, 44.540393126032775)"
"['Սարի Թաղի 20-րդ փողոց', 'Սարի Թաղի 26-րդ փողոց']","['Sari Taghi 20-rd poghots', 'Sari Taghi 26-rd poghots']","(40.15866838897555, 44.53513763854723)"
Դավիթ Բեկի փողոց,Davit Beki poghots,"(40.153666893737665, 44.53935838870042)"
Սարի Թաղի 28-րդ փողոց 1-ին նրբանցք,Sari Taghi 28-rd poghots 1-in nrbantsk,"(40.16051195, 44.536796949999996)"
Սարի Թաղի 28-րդ փողոց,Sari Taghi 28-rd poghots,"(40.160680211244234, 44.53855798869996)"
Սարի Թաղի 28-րդ փողոց,Sari Taghi 28-rd poghots,"(40.16010432721034, 44.53637673003982)"
Սարի Թաղի 28-րդ փողոց 1-ին նրբանցք,Sari Taghi 28-rd poghots 1-in nrbantsk,"(40.16051195, 44.536796949999996)"
Սարի Թաղի 28-րդ փողոց 1-ին նրբանցք,Sari Taghi 28-rd poghots 1-in nrbantsk,"(40.16155180578163, 44.537320013659205)"
Սարի Թաղի 28-րդ փողոց 1-ին նրբանցք,Sari Taghi 28-rd poghots 1-in nrbantsk,"(40.1610330072603, 44.53787747284148)"
Սարի Թաղի 28-րդ փողոց 1-ին նրբանցք,Sari Taghi 28-rd poghots 1-in nrbantsk,"(40.160676044389355, 44.53609370228847)"
Սարի Թաղի 28-րդ փողոց 1-ին նրբանցք,Sari Taghi 28-rd poghots 1-in nrbantsk,"(40.1610330072603, 44.53787747284148)"
Սարի Թաղի 28-րդ փողոց 1-ին նրբանցք,Sari Taghi 28-rd poghots 1-in nrbantsk,"(40.16155180578163, 44.537320013659205)"
Սարի Թաղի 28-րդ փողոց 1-ին նրբանցք,Sari Taghi 28-rd poghots 1-in nrbantsk,"(40.16222870761997, 44.53866617130562)"
Սարի թաղի 28-րդ փողոց 2-րդ նրբանցք,Sari taghi 28-rd poghots 2-rd nrbantsk,"(40.162003584450595, 44.53672165213989)"
Սարի թաղի 28-րդ փողոց 2-րդ նրբանցք,Sari taghi 28-rd poghots 2-rd nrbantsk,"(40.162003584450595, 44.53672165213989)"
Սարի Թաղի 28-րդ փողոց 1-ին նրբանցք,Sari Taghi 28-rd poghots 1-in nrbantsk,"(40.16100546077925, 44.53531992258805)"
Սարի Թաղի 28-րդ փողոց 1-ին նրբանցք,Sari Taghi 28-rd poghots 1-in nrbantsk,"(40.160676044389355, 44.53609370228847)"
Սարի Թաղի 28-րդ փողոց 1-ին նրբանցք,Sari Taghi 28-rd poghots 1-in nrbantsk,"(40.16100546077925, 44.53531992258805)"
Սարի Թաղի 19-րդ փողոց,Sari Taghi 19-rd poghots,"(40.16089349172184, 44.52887960345181)"
Սարի Թաղի 18-րդ փողոց,Sari Taghi 18-rd poghots,"(40.16113505, 44.5285401)"
Սարի Թաղի 12-րդ փողոց,Sari Taghi 12-rd poghots,"(40.161506700000004, 44.528093049999995)"
Սարի Թաղի 9-րդ նրբանցք,Sari Taghi 9-rd nrbantsk,"(40.16114319573262, 44.52763846296023)"
Սարի Թաղի 12-րդ փողոց,Sari Taghi 12-rd poghots,"(40.16081629028241, 44.52810563279334)"
Սարի Թաղի 9-րդ փողոց,Sari Taghi 9-rd poghots,"(40.159634999999994, 44.52419315)"
Սարի Թաղի 8-րդ փողոց,Sari Taghi 8-rd poghots,"(40.159317849999994, 44.524091150000004)"
"['Սարի Թաղի 7-րդ փողոց', 'Սարի Թաղի 8-րդ փողոց']","['Sari Taghi 7-rd poghots', 'Sari Taghi 8-rd poghots']","(40.159928733713855, 44.52362489809878)"
Սարի Թաղի 11-րդ փողոց,Sari Taghi 11-rd poghots,"(40.16219665, 44.52654135)"
